shop_name,stylebox_shop_id,shop_url,product_url,product_name,original_price,imgs,scrape_date,discounted_price,review,size,color,description_1,description_2,rating
Ananas,12,https://ananas.vn/,https://ananas.vn/product-detail/av00003/,Basas Simple Life NE -  Mule - Black,490.000 VND,"['https://ananas.vn/wp-content/uploads/pro_AV00003_6.jpg', 'https://ananas.vn/wp-content/uploads/pro_AV00003_2.jpg', 'https://ananas.vn/wp-content/uploads/pro_AV00003_4.jpg', 'https://ananas.vn/wp-content/uploads/pro_AV00003_1.jpg', 'https://ananas.vn/wp-content/uploads/pro_AV00003_3.jpg', 'https://ananas.vn/wp-content/uploads/pro_AV00003_5.jpg']",2022-08-02 15:41:16.750026,,,,,,,
Ananas,12,https://ananas.vn/,https://ananas.vn/product-detail/a61043/,Vintas The New Military - High Top - Capulet Olive,350.000 VND,"['https://ananas.vn/wp-content/uploads/pro_vintas_A61043_4.jpg', 'https://ananas.vn/wp-content/uploads/pro_vintas_A61043_2.jpg', 'https://ananas.vn/wp-content/uploads/pro_vintas_A61043_5.jpg', 'https://ananas.vn/wp-content/uploads/pro_vintas_A61043_3.jpg', 'https://ananas.vn/wp-content/uploads/pro_vintas_A61043_1.jpg']",2022-08-02 15:41:17.674880,,,,,,,
Ananas,12,https://ananas.vn/,https://ananas.vn/product-detail/abh002/,Bucket Hat - Go Skate - Beige,285.000 VND,"['https://ananas.vn/wp-content/uploads/pro_ABH002_3.jpg', 'https://ananas.vn/wp-content/uploads/pro_ABH002_2.jpg', 'https://ananas.vn/wp-content/uploads/pro_ABH002_4.jpg', 'https://ananas.vn/wp-content/uploads/pro_ABH002_1-2.jpg']",2022-08-02 15:41:18.365324,,,,,,,
Ananas,12,https://ananas.vn/,https://ananas.vn/product-detail/acs021/,Crew Socks - Let It Be - Snow White,95.000 VND,"['https://ananas.vn/wp-content/uploads/ACS021_2.jpg', 'https://ananas.vn/wp-content/uploads/ACS021_1.jpg']",2022-08-02 15:41:19.085299,,,,,,,
Ananas,12,https://ananas.vn/,https://ananas.vn/product-detail/abh003/,Bucket Hat - Ananas Typo Box - Brown,285.000 VND,"['https://ananas.vn/wp-content/uploads/pro_ABH003_4.jpg', 'https://ananas.vn/wp-content/uploads/pro_ABH003_3.jpg', 'https://ananas.vn/wp-content/uploads/pro_ABH003_2.jpg', 'https://ananas.vn/wp-content/uploads/pro_ABH003_1-1.jpg']",2022-08-02 15:41:19.839373,,,,,,,
Ananas,12,https://ananas.vn/,https://ananas.vn/product-detail/a61073/,Basas Bumper Gum - Low Top - Offwhite/Gum,350.000 VND,"['https://ananas.vn/wp-content/uploads/pro_basas_A61073_4.jpg', 'https://ananas.vn/wp-content/uploads/pro_basas_A61073_3.jpg', 'https://ananas.vn/wp-content/uploads/pro_basas_A61073_2.jpg', 'https://ananas.vn/wp-content/uploads/pro_basas_A61073_5.jpg', 'https://ananas.vn/wp-content/uploads/pro_basas_A61073_1.jpg']",2022-08-02 15:41:20.781464,,,,,,,
Ananas,12,https://ananas.vn/,https://ananas.vn/product-detail/a61098/,Basas Bumper Gum EXT - Low Top - Black/Gum,410.000 VND,"['https://ananas.vn/wp-content/uploads/pro_A61098_5.jpg', 'https://ananas.vn/wp-content/uploads/pro_A61098_8.jpg', 'https://ananas.vn/wp-content/uploads/pro_A61098_9.jpg', 'https://ananas.vn/wp-content/uploads/pro_A61098_7.jpg', 'https://ananas.vn/wp-content/uploads/pro_A61098_4.jpg', 'https://ananas.vn/wp-content/uploads/pro_A61098_6.jpg', 'https://ananas.vn/wp-content/uploads/pro_A61098_3.jpg', 'https://ananas.vn/wp-content/uploads/pro_A61098_1.jpg', 'https://ananas.vn/wp-content/uploads/pro_A61098_2.jpg']",2022-08-02 15:41:21.752756,,,,,,,
Ananas,12,https://ananas.vn/,https://ananas.vn/product-detail/av00125/,Urbas Ruler - Low Top - Icelandic Blue,590.000 VND,"['https://ananas.vn/wp-content/uploads/Pro_AV00125_3.jpeg', 'https://ananas.vn/wp-content/uploads/Pro_AV00125_6.jpeg', 'https://ananas.vn/wp-content/uploads/Pro_AV00125_2.jpeg', 'https://ananas.vn/wp-content/uploads/Pro_AV00125_7.jpeg', 'https://ananas.vn/wp-content/uploads/Pro_AV00125_4..jpg', 'https://ananas.vn/wp-content/uploads/Pro_AV00125_8.jpeg', 'https://ananas.vn/wp-content/uploads/Pro_AV00125_5.jpeg', 'https://ananas.vn/wp-content/uploads/Pro_AV00125_1.jpeg']",2022-08-02 15:41:22.756444,,,,,,,
Ananas,12,https://ananas.vn/,https://ananas.vn/product-detail/a61033/,Vintas Earth - Low Top - Dark Olive,450.000 VND,"['https://ananas.vn/wp-content/uploads/pro_vintas_A61033_2.jpg', 'https://ananas.vn/wp-content/uploads/pro_vintas_A61033_3.jpg', 'https://ananas.vn/wp-content/uploads/pro_vintas_A61033_1.jpg', 'https://ananas.vn/wp-content/uploads/pro_vintas_A61033_4.jpg', 'https://ananas.vn/wp-content/uploads/pro_vintas_A61033_5.jpg']",2022-08-02 15:41:23.713936,,,,,,,
Ananas,12,https://ananas.vn/,https://ananas.vn/product-detail/a61088/,Urbas Pineapple Or Ananas - Low Top - Pineapple Poker,350.000 VND,"['https://ananas.vn/wp-content/uploads/pro_A61088_3.jpg', 'https://ananas.vn/wp-content/uploads/pro_A61088_4.jpg', 'https://ananas.vn/wp-content/uploads/pro_A61088_2.jpg', 'https://ananas.vn/wp-content/uploads/pro_A61088_1.jpg', 'https://ananas.vn/wp-content/uploads/pro_A61088_5.jpg']",2022-08-02 15:41:24.530696,,,,,,,
